"annotation_id","annotator","created_at","dark_intensity","humor_presence","humor_type","id","joke_topic","lead_time","note","rhetorical_device","stand_up","target_category","transcript_text","updated_at","video"
821,"7","2026-02-21T07:28:35.705169Z","","Almost or not sure","None of these",787,"Other",10.556,"","None of these","No","","On the ground I've got no roots I've got no roots","2026-02-21T07:28:35.705192Z","s3://humor-harm-dataset/dataset-s3/263un33_f_w.mp4"
703,"10","2026-02-19T23:15:41.085086Z","","Almost or not sure","Regular Humor",787,"{""choices"":[""Crime and law enforcement"",""War and conflict""]}",48.592,"","Irony","No","","On the ground I've got no roots I've got no roots","2026-02-19T23:15:41.085178Z","s3://humor-harm-dataset/dataset-s3/263un33_f_w.mp4"
181,"1","2026-01-28T00:03:43.623008Z","","Almost or not sure","Regular Humor",787,"War and conflict",52.553,"","{""choices"":[""Irony"",""None of these""]}","","","On the ground I've got no roots I've got no roots","2026-01-28T00:03:43.623031Z","s3://humor-harm-dataset/dataset-s3/263un33_f_w.mp4"
822,"7","2026-02-21T07:29:20.028625Z","","Humor","Regular Humor",788,"{""choices"":[""Work"",""Celebrity and pop culture""]}",36.731,"","None of these","No","","What are you going to wear for Ellen? And I said, you know, I'm going to wear, is it cocktail? I will wear something tight and like a dolce maybe, but it will have fruit on it or flowers. So you know it's for the day. It's not cocktail. Who's the show was hoping you'd have a little more feeling, more Mike Tyson. You know, more Mike Tysonism. Hello, ladies and gentlemen. Tammy and I would like. So welcome back. Welcome back. Um, so for you, for you, you've never been on the show. I'll grab your hand and you play me. Hey, you get your fucking hands off me. Hello, my name is John Malkovich. I don't sound anything like that. No, no, you sound exactly like this.","2026-02-21T07:29:20.028654Z","s3://humor-harm-dataset/dataset-s3/28cp6HmUifU.mp4"
704,"10","2026-02-19T23:17:10.394414Z","","Humor","Regular Humor",788,"Celebrity and pop culture",9.225,"","Satire","No","","What are you going to wear for Ellen? And I said, you know, I'm going to wear, is it cocktail? I will wear something tight and like a dolce maybe, but it will have fruit on it or flowers. So you know it's for the day. It's not cocktail. Who's the show was hoping you'd have a little more feeling, more Mike Tyson. You know, more Mike Tysonism. Hello, ladies and gentlemen. Tammy and I would like. So welcome back. Welcome back. Um, so for you, for you, you've never been on the show. I'll grab your hand and you play me. Hey, you get your fucking hands off me. Hello, my name is John Malkovich. I don't sound anything like that. No, no, you sound exactly like this.","2026-02-19T23:17:10.394438Z","s3://humor-harm-dataset/dataset-s3/28cp6HmUifU.mp4"
182,"1","2026-01-28T00:04:41.809930Z","","Humor","Regular Humor",788,"Celebrity and pop culture",57.072,"","None of these","","","What are you going to wear for Ellen? And I said, you know, I'm going to wear, is it cocktail? I will wear something tight and like a dolce maybe, but it will have fruit on it or flowers. So you know it's for the day. It's not cocktail. Who's the show was hoping you'd have a little more feeling, more Mike Tyson. You know, more Mike Tysonism. Hello, ladies and gentlemen. Tammy and I would like. So welcome back. Welcome back. Um, so for you, for you, you've never been on the show. I'll grab your hand and you play me. Hey, you get your fucking hands off me. Hello, my name is John Malkovich. I don't sound anything like that. No, no, you sound exactly like this.","2026-01-28T00:04:41.809954Z","s3://humor-harm-dataset/dataset-s3/28cp6HmUifU.mp4"
823,"7","2026-02-21T07:30:03.044367Z","","Not Humor","None of these",789,"{""choices"":[""Money"",""Politics and society""]}",30.666,"","None of these","No","","$2.15 a day is just too little to be a feasible poverty line. If you express this poverty line as an annual income, it comes to $784.75 a year, which is an unimaginably small sum for basically everybody here I can imagine. Any poverty line worth its soul should be based on a sober assessment of whether humans have access to our basic needs, food, water, shelter. But the $2.15 a day line, it might surprise you to know, is not. It was very much cobbled together by people at the World Bank, based on what was available, not on what matters.","2026-02-21T07:30:03.044397Z","s3://humor-harm-dataset/dataset-s3/2AKDM2c97qE.mp4"
705,"10","2026-02-19T23:18:02.201902Z","","Not Humor","None of these",789,"{""choices"":[""Money"",""Politics and society"",""Other""]}",28.535,"","None of these","No","","$2.15 a day is just too little to be a feasible poverty line. If you express this poverty line as an annual income, it comes to $784.75 a year, which is an unimaginably small sum for basically everybody here I can imagine. Any poverty line worth its soul should be based on a sober assessment of whether humans have access to our basic needs, food, water, shelter. But the $2.15 a day line, it might surprise you to know, is not. It was very much cobbled together by people at the World Bank, based on what was available, not on what matters.","2026-02-19T23:18:21.085147Z","s3://humor-harm-dataset/dataset-s3/2AKDM2c97qE.mp4"
183,"1","2026-01-28T00:05:24.711061Z","","Not Humor","None of these",789,"Politics and society",41.859,"","None of these","","","$2.15 a day is just too little to be a feasible poverty line. If you express this poverty line as an annual income, it comes to $784.75 a year, which is an unimaginably small sum for basically everybody here I can imagine. Any poverty line worth its soul should be based on a sober assessment of whether humans have access to our basic needs, food, water, shelter. But the $2.15 a day line, it might surprise you to know, is not. It was very much cobbled together by people at the World Bank, based on what was available, not on what matters.","2026-01-28T00:05:24.711086Z","s3://humor-harm-dataset/dataset-s3/2AKDM2c97qE.mp4"
824,"7","2026-02-21T07:31:07.883061Z","1 - Mild","Humor","Dark Humor",790,"Family",22.901,"","{""choices"":[""Irony"",""Satire""]}","Yes","","You in a wheelchair? What's up man? What happened? I had an accident in Hawaii. You had an accident in Hawaii? Shark attack? No, it sounds cooler, but no. It sounds cooler? What was the accident? No, I was just going into the ocean and a wave came in. A wave just knocked you out? How fucking strong was this wave? The Moana fucking punched you in the spine? No, it kind of pushed me into the bottom. It broke your neck? Oh, because you wanted to go in the ocean. Because she wanted to go in the ocean, he says. Damn! Now look, this motherfucker a mermaid because of you. Oh boy. And did you see when the wave hit him?","2026-02-21T07:31:07.883088Z","s3://humor-harm-dataset/dataset-s3/2BW3ff2OJA4.mp4"
706,"10","2026-02-19T23:20:20.411383Z","1 - Mild","Humor","Dark Humor",790,"Relationships",53.609,"","Satire","Yes","Disability","You in a wheelchair? What's up man? What happened? I had an accident in Hawaii. You had an accident in Hawaii? Shark attack? No, it sounds cooler, but no. It sounds cooler? What was the accident? No, I was just going into the ocean and a wave came in. A wave just knocked you out? How fucking strong was this wave? The Moana fucking punched you in the spine? No, it kind of pushed me into the bottom. It broke your neck? Oh, because you wanted to go in the ocean. Because she wanted to go in the ocean, he says. Damn! Now look, this motherfucker a mermaid because of you. Oh boy. And did you see when the wave hit him?","2026-02-19T23:20:20.411407Z","s3://humor-harm-dataset/dataset-s3/2BW3ff2OJA4.mp4"
184,"1","2026-01-28T00:06:29.259929Z","1 - Mild","Humor","Dark Humor",790,"Other",63.0,"","{""choices"":[""Irony"",""Satire""]}","","","You in a wheelchair? What's up man? What happened? I had an accident in Hawaii. You had an accident in Hawaii? Shark attack? No, it sounds cooler, but no. It sounds cooler? What was the accident? No, I was just going into the ocean and a wave came in. A wave just knocked you out? How fucking strong was this wave? The Moana fucking punched you in the spine? No, it kind of pushed me into the bottom. It broke your neck? Oh, because you wanted to go in the ocean. Because she wanted to go in the ocean, he says. Damn! Now look, this motherfucker a mermaid because of you. Oh boy. And did you see when the wave hit him?","2026-01-28T00:06:29.259952Z","s3://humor-harm-dataset/dataset-s3/2BW3ff2OJA4.mp4"
825,"7","2026-02-21T07:31:42.341660Z","","Humor","Regular Humor",791,"Relationships",23.704,"","Irony","Yes","","This was my ex-problem. Never want to apologize. Always want to get married. Yeah. When are we getting married? Be nice to me. Have you tried being nice? Yeah, it's like, y'all love to demand marriage. Like, you just owed that. Like, you're not even a good roommate. Yeah, won't you stop planning weddings until you learn to stop putting short shit in the fridge where tall shit is supposed to go? It drives me insane. Things have a play. Every time I find a red bull in the butter dish, I want to bash your fucking skull in. Seriously, every kind of fridge at every economic level has a place for the butter. That's the one thing nobody in the world should be on the hunt for. And I heard a little whisper that I heard him. I fucking hate that lazy response. I'm not afraid of commitment. I'll have y'all know. I'm going to tell y'all something that she don't even know until this airs. I bought a diamond a year before we broke up. Yeah, and she never got it. Because I taped it to the bottom of the Brita filter that she never refilled. She's a fucking terrible woman.","2026-02-21T07:31:42.341683Z","s3://humor-harm-dataset/dataset-s3/2ENilC8uluE.mp4"
707,"10","2026-02-19T23:24:23.692799Z","","Humor","Regular Humor",791,"Relationships",139.479,"","Satire","Yes","","This was my ex-problem. Never want to apologize. Always want to get married. Yeah. When are we getting married? Be nice to me. Have you tried being nice? Yeah, it's like, y'all love to demand marriage. Like, you just owed that. Like, you're not even a good roommate. Yeah, won't you stop planning weddings until you learn to stop putting short shit in the fridge where tall shit is supposed to go? It drives me insane. Things have a play. Every time I find a red bull in the butter dish, I want to bash your fucking skull in. Seriously, every kind of fridge at every economic level has a place for the butter. That's the one thing nobody in the world should be on the hunt for. And I heard a little whisper that I heard him. I fucking hate that lazy response. I'm not afraid of commitment. I'll have y'all know. I'm going to tell y'all something that she don't even know until this airs. I bought a diamond a year before we broke up. Yeah, and she never got it. Because I taped it to the bottom of the Brita filter that she never refilled. She's a fucking terrible woman.","2026-02-19T23:24:23.692823Z","s3://humor-harm-dataset/dataset-s3/2ENilC8uluE.mp4"
185,"1","2026-01-28T00:08:09.986621Z","1 - Mild","Humor","Dark Humor",791,"{""choices"":[""Relationships"",""Family""]}",99.574,"","{""choices"":[""Irony"",""Satire""]}","","","This was my ex-problem. Never want to apologize. Always want to get married. Yeah. When are we getting married? Be nice to me. Have you tried being nice? Yeah, it's like, y'all love to demand marriage. Like, you just owed that. Like, you're not even a good roommate. Yeah, won't you stop planning weddings until you learn to stop putting short shit in the fridge where tall shit is supposed to go? It drives me insane. Things have a play. Every time I find a red bull in the butter dish, I want to bash your fucking skull in. Seriously, every kind of fridge at every economic level has a place for the butter. That's the one thing nobody in the world should be on the hunt for. And I heard a little whisper that I heard him. I fucking hate that lazy response. I'm not afraid of commitment. I'll have y'all know. I'm going to tell y'all something that she don't even know until this airs. I bought a diamond a year before we broke up. Yeah, and she never got it. Because I taped it to the bottom of the Brita filter that she never refilled. She's a fucking terrible woman.","2026-01-28T00:08:09.986645Z","s3://humor-harm-dataset/dataset-s3/2ENilC8uluE.mp4"
826,"7","2026-02-21T07:33:05.594177Z","","Humor","Regular Humor",792,"Celebrity and pop culture",79.475,"","Irony","No","","I did not know that that was gonna happen last night at all. I mean Logan mentioned it like, hey I might like point at you or something like that. And then this Judas runs up on me and tries to make me lie to everybody at Madison Square Garden. Come on, tell the people why you came out to MSD today. If we were at like the Brooklyn Nets Arena, whatever the guy's called, okay, I lie all day, I'll do whatever you want for the wrestling, right? Not in Madison Square Garden. So I tell him the real, which I think you should do to someone who I thought was a friend, the guy invited me to his wedding last week. I came out to MSG tonight for the reason we're all here to see the steel cage match. That's why I came out. So I have to tell him like, listen, nobody's gonna hear to see you. You're not even wrestling. But who did you come to see tonight? Logan, nobody is here to see you. His ego is so fragile, he grabs me, he pulls me over there. I saw it. Front of my wife. That's pretty emasculated. I just put out a special about how my balls don't work. And now I get bent over a railing in front of my wife. Honestly, I didn't let down, bro. I felt like now. Cause I had my boys right there. I had my boys right there and I thought you were gonna jump in that ring. Thank God for AJ's time. Now Logan need to get his, bro. I ain't gonna lie. I thought that was crazy. But he gotta check in. Matter of fact, I might go to your wedding now. I wasn't gonna go, but I might go to your wedding. I might hit you with a f***ing suplex.","2026-02-21T07:33:05.594201Z","s3://humor-harm-dataset/dataset-s3/2FaqNSLGkwg.mp4"
708,"10","2026-02-19T23:26:13.060126Z","","Not Humor","None of these",792,"Celebrity and pop culture",9.452,"","None of these","No","","I did not know that that was gonna happen last night at all. I mean Logan mentioned it like, hey I might like point at you or something like that. And then this Judas runs up on me and tries to make me lie to everybody at Madison Square Garden. Come on, tell the people why you came out to MSD today. If we were at like the Brooklyn Nets Arena, whatever the guy's called, okay, I lie all day, I'll do whatever you want for the wrestling, right? Not in Madison Square Garden. So I tell him the real, which I think you should do to someone who I thought was a friend, the guy invited me to his wedding last week. I came out to MSG tonight for the reason we're all here to see the steel cage match. That's why I came out. So I have to tell him like, listen, nobody's gonna hear to see you. You're not even wrestling. But who did you come to see tonight? Logan, nobody is here to see you. His ego is so fragile, he grabs me, he pulls me over there. I saw it. Front of my wife. That's pretty emasculated. I just put out a special about how my balls don't work. And now I get bent over a railing in front of my wife. Honestly, I didn't let down, bro. I felt like now. Cause I had my boys right there. I had my boys right there and I thought you were gonna jump in that ring. Thank God for AJ's time. Now Logan need to get his, bro. I ain't gonna lie. I thought that was crazy. But he gotta check in. Matter of fact, I might go to your wedding now. I wasn't gonna go, but I might go to your wedding. I might hit you with a f***ing suplex.","2026-02-19T23:26:13.060149Z","s3://humor-harm-dataset/dataset-s3/2FaqNSLGkwg.mp4"
186,"1","2026-01-28T00:09:33.410425Z","","Not Humor","None of these",792,"Other",82.154,"","None of these","","","I did not know that that was gonna happen last night at all. I mean Logan mentioned it like, hey I might like point at you or something like that. And then this Judas runs up on me and tries to make me lie to everybody at Madison Square Garden. Come on, tell the people why you came out to MSD today. If we were at like the Brooklyn Nets Arena, whatever the guy's called, okay, I lie all day, I'll do whatever you want for the wrestling, right? Not in Madison Square Garden. So I tell him the real, which I think you should do to someone who I thought was a friend, the guy invited me to his wedding last week. I came out to MSG tonight for the reason we're all here to see the steel cage match. That's why I came out. So I have to tell him like, listen, nobody's gonna hear to see you. You're not even wrestling. But who did you come to see tonight? Logan, nobody is here to see you. His ego is so fragile, he grabs me, he pulls me over there. I saw it. Front of my wife. That's pretty emasculated. I just put out a special about how my balls don't work. And now I get bent over a railing in front of my wife. Honestly, I didn't let down, bro. I felt like now. Cause I had my boys right there. I had my boys right there and I thought you were gonna jump in that ring. Thank God for AJ's time. Now Logan need to get his, bro. I ain't gonna lie. I thought that was crazy. But he gotta check in. Matter of fact, I might go to your wedding now. I wasn't gonna go, but I might go to your wedding. I might hit you with a f***ing suplex.","2026-01-28T00:09:33.410448Z","s3://humor-harm-dataset/dataset-s3/2FaqNSLGkwg.mp4"
827,"7","2026-02-21T07:33:29.417591Z","","Not Humor","None of these",793,"Other",7.3,"","None of these","No","","you're just gonna write your essay and then yeah Lexie what's up can I go to the bathroom yeah sure oh sorry should I wait for a better time no you can go literally whenever you want really are you a freshman yeah how can you tell go literally whenever you want don't ask me honestly I prefer if you didn't cuz then you're just interrupting my class so just go you don't have to raise your hand oh well then this is embarrassing I'm going to the bathroom","2026-02-21T07:33:29.417616Z","s3://humor-harm-dataset/dataset-s3/2GE6x2LHuWE.mp4"
709,"10","2026-02-19T23:27:21.445590Z","","Almost or not sure","Regular Humor",793,"School",28.299,"","Satire","No","","you're just gonna write your essay and then yeah Lexie what's up can I go to the bathroom yeah sure oh sorry should I wait for a better time no you can go literally whenever you want really are you a freshman yeah how can you tell go literally whenever you want don't ask me honestly I prefer if you didn't cuz then you're just interrupting my class so just go you don't have to raise your hand oh well then this is embarrassing I'm going to the bathroom","2026-02-19T23:27:21.445615Z","s3://humor-harm-dataset/dataset-s3/2GE6x2LHuWE.mp4"
187,"1","2026-01-28T00:09:46.492356Z","","Not Humor","None of these",793,"Other",11.899,"","None of these","","","you're just gonna write your essay and then yeah Lexie what's up can I go to the bathroom yeah sure oh sorry should I wait for a better time no you can go literally whenever you want really are you a freshman yeah how can you tell go literally whenever you want don't ask me honestly I prefer if you didn't cuz then you're just interrupting my class so just go you don't have to raise your hand oh well then this is embarrassing I'm going to the bathroom","2026-01-28T00:09:46.492379Z","s3://humor-harm-dataset/dataset-s3/2GE6x2LHuWE.mp4"
828,"7","2026-02-21T07:33:48.013834Z","","Not Humor","None of these",794,"Other",5.784,"","None of these","No","","Oh, that's a lot of people. Oh, that's a lot of people.","2026-02-21T07:33:48.013857Z","s3://humor-harm-dataset/dataset-s3/2c7d9c6ail8.mp4"
710,"10","2026-02-19T23:28:13.364379Z","","Not Humor","None of these",794,"Other",8.214,"","None of these","No","","Oh, that's a lot of people. Oh, that's a lot of people.","2026-02-19T23:28:13.364413Z","s3://humor-harm-dataset/dataset-s3/2c7d9c6ail8.mp4"
188,"1","2026-01-28T00:10:19.834781Z","","Not Humor","None of these",794,"Other",32.021,"","None of these","","","Oh, that's a lot of people. Oh, that's a lot of people.","2026-01-28T00:10:19.834813Z","s3://humor-harm-dataset/dataset-s3/2c7d9c6ail8.mp4"
829,"7","2026-02-21T07:34:46.765909Z","","Almost or not sure","Regular Humor",795,"{""choices"":[""Politics and society"",""Celebrity and pop culture""]}",18.379,"","Irony","No","","We're talking about a woman who survived North Korea. She escaped North Korea when she was 13. She tells this horrific story, horrific story of her journey to get to America. And then she'll just like, yo, she got the heavies, son. We call those the heavies, and it's just like a funny inside joke. And she goes, oh, that's great. That's awesome. She thinks it's hilarious. And then comes the pod, and we joke around it. And when we were joking around with her, she said an interesting thing. She goes, wow, I've never had anybody make fun of me to my face. Freedom is amazing.","2026-02-21T07:34:46.765933Z","s3://humor-harm-dataset/dataset-s3/2dXymnERejw.mp4"
711,"10","2026-02-19T23:29:01.375982Z","","Not Humor","None of these",795,"Celebrity and pop culture",9.848,"","None of these","No","","We're talking about a woman who survived North Korea. She escaped North Korea when she was 13. She tells this horrific story, horrific story of her journey to get to America. And then she'll just like, yo, she got the heavies, son. We call those the heavies, and it's just like a funny inside joke. And she goes, oh, that's great. That's awesome. She thinks it's hilarious. And then comes the pod, and we joke around it. And when we were joking around with her, she said an interesting thing. She goes, wow, I've never had anybody make fun of me to my face. Freedom is amazing.","2026-02-19T23:29:01.376015Z","s3://humor-harm-dataset/dataset-s3/2dXymnERejw.mp4"
189,"1","2026-01-28T00:11:02.025368Z","1 - Mild","Almost or not sure","Dark Humor",795,"Politics and society",62.727,"","Irony","","","We're talking about a woman who survived North Korea. She escaped North Korea when she was 13. She tells this horrific story, horrific story of her journey to get to America. And then she'll just like, yo, she got the heavies, son. We call those the heavies, and it's just like a funny inside joke. And she goes, oh, that's great. That's awesome. She thinks it's hilarious. And then comes the pod, and we joke around it. And when we were joking around with her, she said an interesting thing. She goes, wow, I've never had anybody make fun of me to my face. Freedom is amazing.","2026-01-28T00:11:24.442259Z","s3://humor-harm-dataset/dataset-s3/2dXymnERejw.mp4"
830,"7","2026-02-21T07:35:55.539669Z","","Almost or not sure","None of these",796,"Celebrity and pop culture",29.485,"","None of these","No","","Don't turn around, win $10,000. So in the money, you cannot turn around. I'm not turning around, Jimmy. There's nowhere to turn around. There's literally a guy on the corner. There's nothing you can tell me to make me turn around. I'm not turning around. You've got 10 seconds. Sabrina Carpenter. You literally could have just said hi to Sabrina Carpenter. No. But I don't know if it's safe here. Jimmy. 5, 4, 3, 2, 1. You can't turn around. No, I can't, Jimmy. This is your 10 grand. Turn around. You would have actually won a 100 grand. I tried to tell you.","2026-02-21T07:35:55.539693Z","s3://humor-harm-dataset/dataset-s3/zxuICI0kL3s.mp4"
712,"10","2026-02-19T23:29:26.708983Z","","Not Humor","None of these",796,"Money",14.832,"","None of these","No","","Don't turn around, win $10,000. So in the money, you cannot turn around. I'm not turning around, Jimmy. There's nowhere to turn around. There's literally a guy on the corner. There's nothing you can tell me to make me turn around. I'm not turning around. You've got 10 seconds. Sabrina Carpenter. You literally could have just said hi to Sabrina Carpenter. No. But I don't know if it's safe here. Jimmy. 5, 4, 3, 2, 1. You can't turn around. No, I can't, Jimmy. This is your 10 grand. Turn around. You would have actually won a 100 grand. I tried to tell you.","2026-02-19T23:29:26.709007Z","s3://humor-harm-dataset/dataset-s3/zxuICI0kL3s.mp4"
241,"9","2026-02-02T21:31:34.475407Z","","Almost or not sure","None of these",796,"Celebrity and pop culture",110.161,"","None of these","","","Don't turn around, win $10,000. So in the money, you cannot turn around. I'm not turning around, Jimmy. There's nowhere to turn around. There's literally a guy on the corner. There's nothing you can tell me to make me turn around. I'm not turning around. You've got 10 seconds. Sabrina Carpenter. You literally could have just said hi to Sabrina Carpenter. No. But I don't know if it's safe here. Jimmy. 5, 4, 3, 2, 1. You can't turn around. No, I can't, Jimmy. This is your 10 grand. Turn around. You would have actually won a 100 grand. I tried to tell you.","2026-02-02T21:42:00.692859Z","s3://humor-harm-dataset/dataset-s3/zxuICI0kL3s.mp4"
190,"1","2026-01-28T00:12:08.180607Z","","Almost or not sure","None of these",796,"Celebrity and pop culture",42.782,"","None of these","","","Don't turn around, win $10,000. So in the money, you cannot turn around. I'm not turning around, Jimmy. There's nowhere to turn around. There's literally a guy on the corner. There's nothing you can tell me to make me turn around. I'm not turning around. You've got 10 seconds. Sabrina Carpenter. You literally could have just said hi to Sabrina Carpenter. No. But I don't know if it's safe here. Jimmy. 5, 4, 3, 2, 1. You can't turn around. No, I can't, Jimmy. This is your 10 grand. Turn around. You would have actually won a 100 grand. I tried to tell you.","2026-01-28T00:12:08.180630Z","s3://humor-harm-dataset/dataset-s3/zxuICI0kL3s.mp4"
820,"7","2026-02-21T07:27:38.464149Z","","Humor","Regular Humor",797,"{""choices"":[""Work"",""Celebrity and pop culture""]}",18.497,"","Irony","No","","Let me ask you a question. Do you know anything about black culture? I don't know crap about black culture. He won. I have four black co-workers. Oh, that's what it is. That's because it's us! He works for us!","2026-02-21T07:27:38.464175Z","s3://humor-harm-dataset/dataset-s3/2Gx2T8xxcwA.mp4"
242,"9","2026-02-02T21:33:37.521288Z","","Humor","Regular Humor",797,"{""choices"":[""Work"",""Celebrity and pop culture""]}",79.263,"","Irony","","","Let me ask you a question. Do you know anything about black culture? I don't know crap about black culture. He won. I have four black co-workers. Oh, that's what it is. That's because it's us! He works for us!","2026-02-02T21:33:37.521311Z","s3://humor-harm-dataset/dataset-s3/2Gx2T8xxcwA.mp4"
191,"1","2026-02-02T17:07:04.162538Z","","Humor","Regular Humor",797,"{""choices"":[""Work"",""Celebrity and pop culture""]}",36.916,"","Irony","","","Let me ask you a question. Do you know anything about black culture? I don't know crap about black culture. He won. I have four black co-workers. Oh, that's what it is. That's because it's us! He works for us!","2026-02-02T17:07:04.162594Z","s3://humor-harm-dataset/dataset-s3/2Gx2T8xxcwA.mp4"
819,"7","2026-02-21T07:26:56.901902Z","","Humor","Regular Humor",798,"{""choices"":[""Family"",""Other""]}",32.628,"","None of these","No","","Your name is Obu? Yes sir. And your last name is Obu? Yes sir. You should ask him what his middle name is. Steve, not ready for that. You don't know how ready I am. What's your middle name, Obu? It's Obu. Obu, Obu, Obu. Yes sir. Who names your Obu, Obu, Obu? My father. He's right out there in the crowd. What's your name, sir? Obu. Oh.","2026-02-21T07:26:56.901927Z","s3://humor-harm-dataset/dataset-s3/2LSaBbI482k.mp4"
243,"9","2026-02-02T21:34:27.259605Z","","Humor","Regular Humor",798,"Family",40.419,"","None of these","","","Your name is Obu? Yes sir. And your last name is Obu? Yes sir. You should ask him what his middle name is. Steve, not ready for that. You don't know how ready I am. What's your middle name, Obu? It's Obu. Obu, Obu, Obu. Yes sir. Who names your Obu, Obu, Obu? My father. He's right out there in the crowd. What's your name, sir? Obu. Oh.","2026-02-02T21:34:27.259630Z","s3://humor-harm-dataset/dataset-s3/2LSaBbI482k.mp4"
192,"1","2026-02-02T17:07:41.402910Z","","Humor","Regular Humor",798,"Family",34.99,"","None of these","","","Your name is Obu? Yes sir. And your last name is Obu? Yes sir. You should ask him what his middle name is. Steve, not ready for that. You don't know how ready I am. What's your middle name, Obu? It's Obu. Obu, Obu, Obu. Yes sir. Who names your Obu, Obu, Obu? My father. He's right out there in the crowd. What's your name, sir? Obu. Oh.","2026-02-02T17:07:41.402935Z","s3://humor-harm-dataset/dataset-s3/2LSaBbI482k.mp4"
818,"7","2026-02-21T07:26:13.927748Z","","Humor","Regular Humor",799,"Work",48.167,"","None of these","No","","Damnit! Trick! Trick! Yeah? The f*** is this sh**? How many times I told you not to put the whole table in as one person and you seat numbers? How you gonna put this whole, what is this, a five top? Oh, on seat one. It's all one guy. What? What? That? It's one guy, he's traveling, wanting to try a bunch of stuff. What am I gonna tell him? That's too much, you slug. You tell me this is one guy. Stuff dates, the nachos, smoked meatballs, half chili queso, wedge salad, Santa Fe chicken, anel diablo burger, a ribeye, my my fish tacos, and the fried Brussels sprouts. Who is this f***ing guy, Joey Chestnut? Or Kobayashi, that dude could pound some hot dogs. No, Joey Chestnut's the goat. I hate hot dogs. That tracks. Anyways, just a regular dude. Regular dudes don't order the entire menu. Maybe he's a YouTuber doing a mukbang. Thought it was mukbang. I gotta see this guy. Yeah, I gotta see this guy. Oh, god. That's the guy? Where's he gonna put all that f***ing- Can you imagine the sh** you'd take after me a night ago? No, I don't wanna imagine that. Move, move. Oh yeah, it's just some regular schmuck. How much is this bill? 250 so far. Probably just business expensive. Yeah, it looks like a corporate tool. Just wasting all that food. F***ing weirdo, man. I like his hair. He kinda has a vibe. Nicole, you just like him because he's got money. He's gonna need a bigger table with all those plates. And a barf bucket. Oh, Nico! Oh, stop! Shut up! Oh yeah, sorry about that. You're seated a little close to the kitchen. I think we'll just take the check. Oh, do you need boxes? No. Oh, trick. Time or age six, my my.","2026-02-21T07:26:13.927773Z","s3://humor-harm-dataset/dataset-s3/2Lex5LL5b1Y.mp4"
244,"9","2026-02-02T21:35:13.435918Z","","Humor","Regular Humor",799,"Work",9.698,"","Satire","","","Damnit! Trick! Trick! Yeah? The f*** is this sh**? How many times I told you not to put the whole table in as one person and you seat numbers? How you gonna put this whole, what is this, a five top? Oh, on seat one. It's all one guy. What? What? That? It's one guy, he's traveling, wanting to try a bunch of stuff. What am I gonna tell him? That's too much, you slug. You tell me this is one guy. Stuff dates, the nachos, smoked meatballs, half chili queso, wedge salad, Santa Fe chicken, anel diablo burger, a ribeye, my my fish tacos, and the fried Brussels sprouts. Who is this f***ing guy, Joey Chestnut? Or Kobayashi, that dude could pound some hot dogs. No, Joey Chestnut's the goat. I hate hot dogs. That tracks. Anyways, just a regular dude. Regular dudes don't order the entire menu. Maybe he's a YouTuber doing a mukbang. Thought it was mukbang. I gotta see this guy. Yeah, I gotta see this guy. Oh, god. That's the guy? Where's he gonna put all that f***ing- Can you imagine the sh** you'd take after me a night ago? No, I don't wanna imagine that. Move, move. Oh yeah, it's just some regular schmuck. How much is this bill? 250 so far. Probably just business expensive. Yeah, it looks like a corporate tool. Just wasting all that food. F***ing weirdo, man. I like his hair. He kinda has a vibe. Nicole, you just like him because he's got money. He's gonna need a bigger table with all those plates. And a barf bucket. Oh, Nico! Oh, stop! Shut up! Oh yeah, sorry about that. You're seated a little close to the kitchen. I think we'll just take the check. Oh, do you need boxes? No. Oh, trick. Time or age six, my my.","2026-02-02T21:35:13.435967Z","s3://humor-harm-dataset/dataset-s3/2Lex5LL5b1Y.mp4"
